ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Part_Of_Speech,Source,Discont_NP,Syntactic_Role
ps-duck-story-082,aka,kïrö no'sanshi esh'pï ingge chiya maina ya ji giororo'kasak,kïrö	no'sami'chi	eji-'pï	ingge	chiya	maina	ya	ji	i-kororo'ka-zak,3Sg.Anim	old	be-Past	long.time	far.away	farm	Erg	Emph	3-envelop-Perf,"She the old woman spent a long time there, because the farm had enclosed her",,,Pro	N	Vi	Adv	Pro	N	P	Prtcl	Vt	…,caesarDBakawaio,np,
ps-duck-story-084,aka,haing! kïrö shi wishagong nöma mörö kasa nöma shi biögörö tiano'maka'pï röma rö,haing	kïrö	ji	ijagong	röma	mörö	kaza	röma	ji	i-pögörö	i-tano'ma-gabï-'pï	röma	rö,sudden.absence	3Sg.Anim	Emph	partner	also	that	like	also	Emph	3-after	3-get.lost-Cmpltv-Past	also	Emph,haing!(expression describing sudden absence)then her partner in a similar manner went after her and also got lost,,*kïrö shi wishagong*,SW	Pro	Prtcl	N	?	Dem	P	?	Prtcl	P	Vi	?	Prtcl	…,caesarDBakawaio,part,
ps-duck-story-086,aka,"kïrö mai'kwak sagorobasai'ya mörö, iwobiya'masai'ya ning mörö",kïrö	mai'kwak	sagoroba-zak-i-ya	mörö	i-wobiya'ma-zak-i-ya	ning	mörö,3Sg.Anim	duck	make.angry-Perf-3-Erg	A.I.?	3-curse-Perf-3-Erg	Emph	A.I.?,"Now she had made the duck angry, so he had really cursed her with witchcraft",,,Pro	N	Vt	?	Vt	Prtcl	?	…,caesarDBakawaio,np,
ps-duck-story-087,aka,"a.. weruji be no'sanshi dö mörö, eruwö kïrö rï'kwö ne'pö'ai'nek pe wishagong",a	weruji	pe	no'sami'chi	tö	mörö	eruwö	kïrö	rï'kwö	n-eji-bödï-aik-nek	pe	ijagong,ah	dove	like	old	go	A.I.?	small.dove	3Sg.Anim	Dim	3S-be-Hab-Pres-Rel	like	partner,The old woman turn into a dove and that is how she kept going and her partner went as an eruwö(smaller species of dove) bird,,is *kirö* coreferential with *wishagong*?,Prtcl	N	P	N	Vi	?	N	Pro	Pro	Prs-Vi-Asp-TAM-Rel	P	N	…,caesarDBakawaio,?,
r-personal-narrative-014,aka,"tu'ke rö za'ne agarangse'na, tu'kanggong sa'ne mïre ank (amök) rö",tu'ke	rö	sa'ne	a-gwaramï-ze'na	tu'kang-gong	sa'ne	mïre	amök	amök	rö,many	Emph	Emph	A-cry-Purp	several-Pl	Emph	child	Pl	Pl	Emph,"""Many of us to cry,even the many children",,*tu'kanggong sa'ne mïre ank*,Prtcl	Prtcl	Prtcl	??-Vi-VDer	N	Prtcl	N	Prtcl	Prtcl	Prtcl	…,caesarDBakawaio,part,
r-personal-narrative-022,aka,"wagï genïk so'chi dau eji'ma, e'nek au rö tïwe'kïngmaik tugo'mangzanggong genïk amörö'nogong kabai e'aik",wagï	genïk	jo'chi	tau	eji-i'ma	e'nek	yau	rö	t-e'-kïngma-ik	t-go'mamï-zang-gong	genïk	amörö-'nogong	ga-bai	eji-aik,good	specifically	church	within	be-While	sick	in	Emph	Adv-Detr-hurt-Prtcpl	Adv-live-Pl.Nzr-Pl	Mirative	2Sg-Pl	say-Desid	be-Pres,"Although you are in a good church, all of you seem to live while hurting, I want to say",,what is *kenïk* doing?,N	Prtcl	N	P	Vi-?	N	P	Prtcl	?-Vi-Vder	N	Prtcl	Pro	Adv	Vi	…,caesarDBakawaio,?,
r-personal-narrative-032,aka,möröbanggong ji winnö wagïrö maing edaze'na yi'sak tugaik eji,möröbang-gong	ji	winö	wagï-rö	maing	eda-ze'na	yebï-zak	t-ka-ik	eji,thereafter-Pl.Abs	Emph	from	good-Emph	word	hear-Purp	come-Perf	Adv-say-Prtcpl	be,So I thought I was coming to hear good words from people like those,,,N	Prtcl	P	N	N	Adv	Vi	?-Vi-Vder	Vi	…,caesarDBakawaio,np,
r-personal-narrative-042,aka,"e'tane wagï rö kenïk a'ai eji'pï mörau,",e'tane	wagï	rö	kenïk	a'ai	eji-'pï	mörau,however	good	Emph	Purp	mother	be-Past	there,"However, there was one mother who was good",,what is *wagï rö kenïk a'ai*?,Prtcl	N	Prtcl	P?	N	Vi	Adv	…,caesarDBakawaio,?,
r-personal-narrative-043,aka,paba enau kuru genïk eji'nïnggenak rö kenïk a'ai esh'pï mörau,paba	enau	kuru	genïk	eji'nïng-genak	rö	genïk	a'ai	eji-'pï	mörau,father	in.hand	Emph	Mirative	love-one.who.has	Emph	Mirative	mother	be-Past	there,There was a mother who was loving and in the hands of the 'great father,,what is *kenïk* doing?,N	P	Prtcl	Prtcl	N	Prtcl	Prtcl	N	Vi	Adv	…,caesarDBakawaio,?,
r-personal-narrative-061,aka,urö ji eji mörö tigingnö röning ja'ji pero be,urö	ji	eji	mörö	tiginnö	nöning	sa'ne-ji	pero	be,1Sg	Emph	be	that	one	only	Emph-Emph	dog	like,I am the only one who is the dog,,what POS is *tiginnö*?,Pro	Prtcl	Vi	Dem	Prtcl	Prtcl	Prtcl	N	P	…,caesarDBakawaio,?,
r-personal-narrative-064,aka,urö sa'ji zang be nïgubïnï,urö	sa'ji	sang	be	n-gubï-nï,1Sg	Emph	mother	like	O.Nzr-do-Pres.Nzr,The one that I have made my mother,,good example of possessive construction with *sa'ji*,Pro	Prtcl	N	P	N	…,caesarDBakawaio,n,
ra-eagle-story-001,aka,"mïgï ganang pandong bek i'tuning amö ti'tuik pra rö? tu'ke rï'kwö rö, pandong bek i'tuning amö? wagïdong sa'ne bandomïigong te'seng",mïgï	kanang	pandong	bek	i'tu-ning	amö	t-i'tu-ik	bra	rö	tu'ke	rï'kwö	rö	pandong	bek	i'tu-ning	amö	wagï-dong	sa'ne	pandong-i-gong	t-eji-zeng,this	again	story	QP	know-A.Nzr	2SgQ	Adv-know-Prtcpl	Neg	Emph	many	Dim	Emph	story	QP	know-A.Nzr	2SgQ	good-Pl	Emph	story-Psd-Pl.Psr	Adv-be-Abs.Nzr,"Do you know all types of stories, do you know many stories. We have wonderful stories",,*wagïdon sa'ne bandomïigong*,Pro	Pro	N	Prtcl	N	Pro	?-Vt-Vder	Adv	Prtcl	Prtcl	Pro	Prtcl	N	Prtcl	N	Pro	N	Prtcl	N	N	…,caesarDBakawaio,part,
ra-eagle-story-008,aka,"möra'tai ji emujimö e'pödï'pï sairö wïk po mörö ömujimö ege, kïrörö",möra'tai	ji	emujimö	eji-bödï-'pï	sairö	wïk	po	mörö	ömujimö	ege	kïrö-rö,at.that.time	Emph	eagle	be-Iter-Past	here	mountain	on	that	eagle	big	3Sg.Anim-Cop?,"At that time there was an eagle here on the mountain, a big eagle that one",,*mörö ömujimö ege*,Pro	Prtcl	N	Vi	Adv	N	P	Dem	N	N	Dem	…,caesarDBakawaio,np,
ra-eagle-story-018,aka,"eh, eh! ö'rö be ji ji mö tawong ku es'pï mörö möra'tai",eh	eh	ö'rö	pe	ji	y-eji	mörö	ta-wong	kuru	eji-'pï	mörö	möra'tai,yes	yes	what	like	Emph	3-be	that	say-Nzr/Rel?	Emph	be-Past	A.I.?	at.that.time,"There was one who said, what is wrong with him at that time",,,Prtcl	Prtcl	Pro	P	Prtcl	Vi	Dem	N	Prtcl	Vi	?	Pro	…,caesarDBakawaio,np,
ra-eagle-story-019,aka,mïgï sa'ne ji tok u'ma'kabï kïrö torong ya tok u'madï ya engmingga'pï,mïgï	sa'ne	ji	tok	u'madï-gabï	kïrö	torong	ya	tok	u'madï	ya	engmingga-'pï,this	Emph	Emph	3Pl	deplete-Cmpltv	3Sg.Anim	bird	Erg	3Pl	finish	Erg	make.think-Past,"The numbers of the people were depleting because the bird was finishing them off, this made him think",,,Pro	Prtcl	Prtcl	Pro	Vt	Pro	N	P	Pro	Vt	P	Vt	…,caesarDBakawaio,np,
ra-eagle-story-022,aka,"diurumï mörö kïrö piyang yebï a'tai kuru, wa'ka durumbödï'pï",i-turumï	mörö	kïrö	piyang	yebï	a'tai	kuru	wa'ka	turumï-bödï-'pï,3-play	A.I.?	3Sg.Anim	hawk	come	when	Emph	axe	play-Iter-Past,"It played especially when the eagle was coming, the axe use to play",,,Vi	?	Pro	N	Vi	Prtcl	Prtcl	N	Vi	…,caesarDBakawaio,np,
ra-eagle-story-032,aka,höp! dioimabödïiya tamboro mörö wïktong amök yarekadaneiya tutötok i'tuiya bra ji mörau ta tok a,höp	i-toima-bödï-i-ya	tamboro	mörö	wïk-dong	amök	yareka-dane-i-ya	t-tö-dok	i'tu-i-ya	bra	ji	mörau	ta	tok	ya,take.off	3-rotate-Iter-3-Erg	all	that	mountain-Pl	Pl	finish-while-3-Erg	3.Rfl-go-Nzr	know-3-Erg	Neg	Emph	there	say	3Pl	Erg,"höp! He took him round and round all the mountains, but he did not know where he was going then, they say",,,SW	Vt	Adv	Dem	N	Prtcl	Vt	N	Vt	Adv	Prtcl	Adv	Vt	Pro	P	…,caesarDBakawaio,np,
ra-eagle-story-034,aka,Eneboro'pï se wïk ezek Eneboro'pï,Eneboro'pï	se	wïk	ezek	Eneboro'pï,Eneboro'pï	this	mountain	name	Eneboro'pï,The name of this mountain was Eneboro'pï,,,N	Dem	N	N	N	…,caesarDBakawaio,np,
ra-eagle-story-037,aka,"möröbang ji wa'ka mïre ji dienau kïrö mïgï köik es'pï mörö, köik shi es'pï",möröbang	ji	wa'ka	mïre	ji	i-enau	kïrö	mïgï	köik	eji-'pï	mörö	köik	ji	eji-'pï,thereafter	Emph	axe	child	Emph	3-in.hand	3Sg.Anim	Hes	old.man	be-Past	A.I.?	old.man	Emph	be-Past,"Then, the old man who was taken away by the eagle was holding on to the axe",,What is going on here?,N	Prtcl	N	N	Prtcl	P	Pro	Prtcl	N	Vi	?	N	Prtcl	Vi	…,caesarDBakawaio,?,
ra-eagle-story-038,aka,möra'tai ji kïrö ji piyang abö'ka'sai'ya tabiri aranggasakak,möra'tai	ji	kïrö	ji	piyang	abö'kabï-zak-i-ya	t-abiri	arangga-zak-i-ya-k,at.that.time	Emph	3Sg.Anim	Emph	hawk	tire-Perf-3-Erg	3.Rfl-wing	unfold-Perf-3-Erg-Style,"At that time, the tired giant hawk open up his wings",,*kïrö ji piyan*,Pro	Prtcl	Pro	Prtcl	N	Vi	N	Vt-TAM-Prs-Agr-?	…,caesarDBakawaio,part,
ra-kone-o-story-007,aka,"e'tane, kone'o ezeru ege ne'pö'ang",e'tane	kone'o	ezeru	ege	n-eji-bödï-ang,however	rabbit	ways	big	3S-be-Hab-Pres,"However, there are lots of stories about kone'o",,,Prtcl	N	N	N	Prs-V-Asp-TAM	…,caesarDBakawaio,np,
ra-kone-o-story-008,aka,kone'o a mïgï mörö kabïi u'ma'sak a'tai ja'neng ingbö i'mozak gaza te'seng mö go,kone'o	ya	mïgï	mörö	kabïi	u'madï-zak	a'tai	sa'ne-ng	imbö	i'mo-zak	kaza	t-eji-zeng	mörö	ko,rabbit	Erg	Hes	that	moon	deplete-Perf	when	Emph-Style	soury.nut	split-Perf	like	Adv-be-Abs.Nzr	that	Emph,"Kone'o did, do you know how the moon looks at month end, it looks like a a soury nut that is cut in half",,,N	P	Prtcl	Dem	N	Vt	Prtcl	Prtcl	N	Vt	P	N	Dem	Prtcl	…,caesarDBakawaio,np,
ra-kone-o-story-010,aka,möra'tai ji kaiguze a eboro mörö kone'o ji eboroiya,möra'tai	ji	kaiguji	ya	eboro	mörö	kone'o	ji	eboro-i-ya,at.that.time	Emph	jaguar	Erg	find	that	rabbit	Emph	find-3-Erg,At that time the tiger came along and found him doing this,,,Pro	Prtcl	N	P	Vt	Dem	N	Prtcl	Vt	…,caesarDBakawaio,np,
ra-kone-o-story-015,aka,nai ji da'pï kaiguji ya möröng.... tuna sak enbödïiya,nai	ji	ta-'pï	kaiguji	ya	mörö-ng	tuna	sa'ne	ene-bödï-i-ya,where	Emph	say-Past	jaguar	Erg	A.I.?-Style	water	Emph	see-Hab-3-Erg,"Where is it the tiger asked, there.. he said while looking into the water",,what is *möröng*?,N	Prtcl	Vt	N	P	?-?	N	Prtcl	V-Asp-Prs-Agr	…,caesarDBakawaio,n,
ra-kone-o-story-022,aka,möra'tai ji mïgï mörö kaiguji ya ji omba'pï gia'nö be imbö sa'ne ji öp.. öp.. haing... za,möra'tai	ji	mïgï	mörö	kaiguji	ya	ji	omba-'pï	gia'nö	pe	imbö	sa'ne	ji	öp	öp	haing	sa'ne,at.that.time	Emph	Hes	that	jaguar	Erg	Emph	taste-Past	tasty	like	soury.nut	Emph	Emph	surpise	surpise	drama	Emph,Then the tiger tasted the imbö nuts and they were very sweet,,*mörö kaiguji ya*,Pro	Prtcl	Prtcl	Dem	N	P	Prtcl	Vt	N	P	N	Prtcl	Prtcl	SW	SW	SW	Prtcl	…,caesarDBakawaio,np_arg,
ra-kone-o-story-028,aka,"mörörö marö i'mobödïiya doh! i'moiya ning, ku i'moiya ning kïrö kone'o ya ganang",mörö-rö	marö	i'mo-bödï-i-ya	doh	i'mo-i-ya	ning	kuru	i'mo-i-ya	ning	kïrö	kone'o	ya	kanang,that-Emph	also	split-Iter-3-Erg	break	split-3-Erg	Emph	Emph	split-3-Erg	Emph	3Sg.Anim	rabbit	Erg	again,"He was again cracking/bursting up the same imbö nuts doh!(SSW), this was kone'o again cracking up these nuts",,*kïrö kone'o ya*,Dem	Interj	Vt	SW	Vt	Prtcl	Prtcl	Vt	Prtcl	Pro	N	P	Pro	…,caesarDBakawaio,np_arg,
ra-kone-o-story-030,aka,e'tane kuru mïgï mörö kone'o a inggu'töbödï ji,e'tane	kuru	mïgï	mörö	kone'o	ya	inggu'tö-bödï	ji,but	Emph	Hes	that	rabbit	Erg	fool-Hab	Emph,But it was during this time that kone'o was making him a fool,,*mörö kone'o ya*,Prtcl	Prtcl	Prtcl	Dem	N	P	Vt	Prtcl	…,caesarDBakawaio,np_arg,
ra-kone-o-story-035,aka,iwenairö genïk ji mörö diemu wenairö i'mobödïiya mörö doh!... doh! warau.. sebang sa'ne,i-wenai-rö	genïk	ji	mörö	i-emu	wenai-rö	i'mo-bödï-i-ya	mörö	doh	doh	warau	serö-be-ang	sa'ne,3-close.to-Emph	specifically	Emph	that	3-testicles	close.to-Emph	split-Iter-3-Erg	A.I.?	break	break	open	this-Attr-Nzr	Emph,"He was bursting up the nuts very close to his testicles doh! doh! warau! (it opened up) ""This is how it is done""",,*mörö diemu wenairö*,Prs-P-Prtcl	Prtcl	Prtcl	Dem	N	P	Vt	?	SW	SW	SW	N	Prtcl	…,caesarDBakawaio,np_arg,
ra-kone-o-story-043,aka,"tigingnannö eji mörö monggi, monggi ji, iwarga sa'ne ji, iwarga eboro'pïya mörö iwarga eboroi",tigingnannö	eji	mörö	monggi	monggi	ji	iwarga	sa'ne	ji	iwarga	eboro-'pï-i-ya	mörö	iwarga	eboro-i,one.item	be	A.I.?	monkey	monkey	Emph	monkey	Emph	Emph	monkey	find-Past-3-Erg	A.I.?	monkey	find-RPst,"One of them is the monkey, he found the monkey",,is *mörö* in *mörö iwarga* not 'DEM'?,N	Vi	?	N	N	Prtcl	N	Prtcl	Prtcl	N	Vt	?	N	Vt	…,caesarDBakawaio,?,
ra-kone-o-story-047,aka,aanöuya zerö da'pï ji mïgï mörö iwarga bök chi kaiguze a aanöuya zerö,a-anö-u-ya	serö	ta-'pï	ji	mïgï	mörö	iwarga	pök	ji	kaiguji	ya	a-anö-u-ya	serö,2-eat.meat-1-Erg	S.I.	say-Past	Emph	Hes	that	monkey	to	Emph	jaguar	Erg	2-eat.meat-1-Erg	S.I.,"I am going to eat you said the tiger to the monkey, I am going to eat you",,*mörö iwarga pök*,Vt	Prtcl	Vt	Prtcl	Prtcl	Dem	N	P	Prtcl	N	P	Vt	Prtcl	…,caesarDBakawaio,np_arg,
ra-kone-o-story-069,aka,möröbang ji se paga a'chijai'ya es'pï mörö wa,möröbang	ji	serö	paga	a'chi-zak-i-ya	eji-'pï	mörö	wa,thereafter	Emph	this	cow	hold-Perf-3-Erg	be-Past	A.I.?Erg,"Then he (kone'o) held on to one of the rock cows, he was there",,*se paga*,N	Prtcl	Pro	N	Vt	Vi	?	P	…,caesarDBakawaio,np_arg,
ra-kone-o-story-071,aka,"nai awong anauya ta'pïya ji mörö, nai awong anauya",nai	yau-ng	anö	a-ya	ta-'pï-i-ya	ji	mörö	nai	yau-ng	anö	a-ya,what	Loc-Nzr	eat.meat	2-Erg	say-Past-3-Erg	Emph	A.I.?	what	Loc-Nzr	eat.meat	2-Erg,"where does the meat you are eating come from, he said",,another nominalized postposition,N	N	Vt	P	Vt	Prtcl	?	N	N	Vt	P	…,caesarDBakawaio,n,
ra-kone-o-story-054,aka,pïuu!.... monggi sa'ji eno'maiya sa'ji,pïuu	monggi	sa'ne	ji	eno'ma-i-ya	sa'ne	ji,fly	monkey	Emph	Emph	throw-3-Erg	Emph	Emph,"Pïuu!(SSW,sound made by the monkey travelling through the air) he threw the poor monkey",,Good example of particles within VP,SW	N	Prtcl	Prtcl	Vt	Prtcl	Prtcl	…,caesarDBakawaio,n,
ra-personal-narrative-061,aka,möra'tai ji serö kamrang,möra'tai	ji	serö	kamrang,at.that.time	Emph	this	Kamarang,Then this kamarang,,,Pro	Prtcl	Pro	N	…,caesarDBakawaio,np,
ra-personal-narrative-062,aka,"ya'mu gau urö endu'pï ji mörö, San Rafeal ta na'nek airö kuru se kamrang u'madï yau",y-a'mu	kau	urö	endu-'pï	ji	mörö	ta	nai-nek	airö	kuru	serö	kamrang	u'madï	yau,3-source	in.water	1Sg	be.born-Past	Emph	A.I.?	say	3.be.Pres-Rel	near	Emph	this	Kamarang	finish	Loc,Within its source I was born in what is known as San Rafeal which is really within the source of the kamarang river,,"*u'madï* is nominalized *u'madï-*∅, the argument of *yau*. *serö* modifies either *kamrang* or *u'madï kamrang*.",N	P	Pro	Vi	Prtcl	?	Vt	Vi-Rel	P	Prtcl	Pro	N	Vt	P	…,caesarDBakawaio,np_arg,
ra-personal-narrative-068,aka,serö ji serau ji öw maimu nonggazu'ya,serö	ji	serau	ji	öw	maimu	nongga-zak-u-ya,this	Emph	here	Emph	shout	language	leave-Perf-1-Erg,I have left my language here,,what is *serö* doing here?,Pro	Prtcl	Adv	Prtcl	SW	N	Vt	…,caesarDBakawaio,?,
ra-personal-narrative-077,aka,mörö bada'pï yak elda Kaskarang ye'pï mörö sungwa ji nya e'tane sairö,mörö	pada-'pï	yak	elda	Kaskarang	yebï-'pï	mörö	sungwa	ji	nya	eji-dane	sairö,that	place-Past	into	Elder	Kaskarang	come-Past	that	far.away	Emph	1+3	be-while	here,Then to replace him elder Kaskarang came while we were somewhere around there,,,Dem	N	P	N	N	Vi	Dem	Adv	Prtcl	Pro	Vi	Adv	…,caesarDBakawaio,np,
ra-personal-narrative-086,aka,kaiwak mörawong chi'kö aneruba,kaiwak	mörau-ng	ji'kö	aneruba,grasshopper.Sp	there-Nzr	from	grasshopper.Sp,kaiwak and aneruba,,1) another nominalized postposition 2) what does it mean?,N	N	P	N	…,caesarDBakawaio,?,
ra-personal-narrative-091,aka,"kiawök ning tok ezek, mörö ning kaiwak ning idezektong kamoro",kiawök	ning	tok	ezek	mörö	ning	kaiwak	ning	i-ezek-dong	kamoro,akushy.ants	Emph	3Pl	name	that	Emph	grasshopper.Sp	Emph	3-name-Pl	3.Pl.Anim,"Those whose name is kiawok(akushy ants), those who are also known as kaiwak",,what is the structure of the second clause?,N	Prtcl	Pro	N	Dem	Prtcl	N	Prtcl	N	Pro	…,caesarDBakawaio,?,
ra-personal-narrative-097,aka,"sungwarönggong dö mörö nine, ten ya'tai tok dö wiinai, tumong ya'tai ta mö serö ji tumong a'tai e'nö, june month ya'tai",sungwarö-ng-gong	tö	mörö	a'tai	tok	tö	wïinai	tumong	a'tai	ta	mörö	zerö	ji	tumong	a'tai	eji-nnö	a'tai,far.away-Nzr-Pl.Abs	go	A.I.?	when	3Pl	go	during.the.day	rainy.season	when	say	A.I.?	this	Emph	rainy.season	when	be-1+2S	while,"Those akushy ants over there would fly at nine, ten in the day, during the rainy season, we are now in the rainy season, it is June month",,*zerö ji tumang*,N	Vi	?	Prtcl	Pro	Vi	Pro	N	Prtcl	Vt	?	Pro	Prtcl	N	Prtcl	Vi	Prtcl	…,caesarDBakawaio,part,
ra-personal-narrative-107,aka,"waro'ma, kamo ji binimï be ji nene'sang waro'ma, mörawong ji'kö wek.. wek... wek.. kek",waro'ma	kamoro	ji	pinimï	pe	y-eji	n-ene-zang	waro'ma	mörau-ng	ji'kö	wek	wek	wek	wek,frog.Sp	3.Pl.Anim	Emph	walk	like	3-be	O.Nzr-see-Pl.Nzr	frog.Sp	there-Nzr	from	Frog.sound	Frog.sound	Frog.sound	Frog.sound,"Those waro'ma frogs that I have seen while I was travelling, and those that say wek..wek..wek..kek",,this looks like *kamo ... waro'ma* to me,N	Pro	Prtcl	Vi	P	Vi	N	N	N	P	SW	SW	SW	SW	…,caesarDBakawaio,?,
ra-personal-narrative-109,aka,"korowa'mi amök dieze'tong kamoro, a'tai hee.....",korowa'mi	amök	i-ezek-dong	kamoro	a'tai	hee,frog.Sp	Pl	3-name-Pl	3.Pl.Anim	yes	groan,"Those are called kora'mi, yes hee",,"""korowa'mis is their name them""?",N	Prtcl	N	Pro	Prtcl	SW	…,caesarDBakawaio,?,
ra-personal-narrative-110,aka,mörö anö tok a mörö kagorgok amök ya mörö ji waiga amök pe rönamo ji,mörö	anö	tok	ya	mörö	Kako-gok	amök	ya	mörö	ji	wai'ka	amök	be	rönamo	ji,that	eat.meat	3Pl	Erg	that	Kako-tribe	Pl	Erg	that	Emph	Akawaio	Pl	like	uncrtn	Emph,The people from Kako (kagorgoks) eat those and maybe they do this as an Akawaio(wai'ka),,*mörö kagorgok amök ya*,Dem	Vt	Pro	P	Dem	N	Prtcl	P	Dem	Prtcl	N	Prtcl	P	Prtcl	Prtcl	…,caesarDBakawaio,np_arg,
ra-personal-narrative-114,aka,"kamrang, kamrang taiya sa'ji, se kamrang ezek pe sa'ji se kamrang idezek kamrani ze",kamrang	kamrang	ta	i-ya	sa'ne	ji	serö	kamrang	ezek	be	sa'ne	ji	serö	kamrang	i-ezek	kamrani	serö,Kamarang	Kamarang	say	3-Erg	Emph	Emph	this	Kamarang	name	like	Emph	Emph	this	Kamarang	3-name	Kamarang	this,"It is referring to kamarang, it is the name of this kamarang, kamrani river",,what is going on with names and third person marking?,N	N	Vt	P	Prtcl	Prtcl	Pro	N	N	P	Prtcl	Prtcl	Pro	N	N	N	Pro	…,caesarDBakawaio,?,
ra-personal-narrative-117,aka,kamrang be sa'ji se eji tuna ezek kamrang,kamrang	pe	sa'ne	ji	serö	eji	tuna	ezek	kamrang,Kamarang	like	Emph	Emph	this	be	water	name	Kamarang,This river is called Kamrang,,what is *se* doing here?,N	P	Prtcl	Prtcl	Pro	Vi	N	N	N	…,caesarDBakawaio,?,
ra-personal-narrative-123,aka,"kuguigok ta dok a mörö bök, tuna bök kuru um.. ïng!",ku'kui-gok	ta	tok	ya	mörö	pök	tuna	pök	kuru	um	ïng,Ku'kui-tribe	say	3Pl	Erg	that	from	water	from	Emph	um	mmm,"They say that is kukuigok(tribe from Kukui), because of the river",,nice example of afterthought in akawaio,N	Vt	Pro	P	Dem	P	N	P	Prtcl	SW	?	…,caesarDBakawaio,n,
ra-personal-narrative-125,aka,"mörö wenai ji agawaio ta na'nek ji eji mörö ka'pong be ji tok a eza'sak mörö Akawaio ta dok a, kamranigok ta dok ya ji wijagong be",mörö	wenai	ji	Akawaio	ta	nai-nek	ji	y-eji	mörö	ka'pong	pe	ji	tok	ya	ezagï-zak	mörö	Akawaio	ta	tok	ya	kamrani-gok	ta	tok	ya	ji	wijagong	pe,that	because	Emph	Akawaio	say	3.be.Pres-Rel	Emph	3-be	that	person	like	Emph	3Pl	Erg	name-Perf	A.I.?	Akawaio	say	3Pl	Erg	Kamarang-tribe	say	3Pl	Erg	Emph	other	like,That is why the Akawaios are named in that way in the Amerindian way and they also called them kamranigok as the alternative way to call them,,,Dem	P	Prtcl	N	Vt	Vi-Rel	Prtcl	Vi	Dem	N	P	Prtcl	Pro	P	Vt	?	N	Vt	Pro	P	N	Vt	Pro	P	Prtcl	N	P	…,caesarDBakawaio,np,
ra-personal-narrative-126,aka,kuguigok ta dok a anebra tuna ji eji mörö kugui be gwai ja'ne mörö kuguigok ta dok a,ku'kui-gok	ta	tok	ya	anebra	tuna	ji	eji	mörö	ku'kui	pe	u-ka-i	sa'ne	mörö	ku'kui-gok	ta	tok	ya,Ku'kui-tribe	say	3Pl	Erg	because	water	Emph	be	that	Ku'kui	like	1-say-RPst	Emph	that	Ku'kui-tribe	say	3Pl	Erg,They call them tribe from Kukui(kukuigok)because the river is kukui I say,,the second *mörö* may be A.I. or it may go with *kuguigok*,N	Vt	Pro	P	Pro	N	Prtcl	Vi	Dem	N	P	Vi	Prtcl	Dem	N	Vt	Pro	P	…,caesarDBakawaio,?,
ra-personal-narrative-133,aka,yago da tok a rö kamoro maimu Agawaio amök sa'ji maimu,yagoro	ta	tok	ya	rö	kamoro	maimu	Akawaio	amök	sa'ne	ji	maimu,brother.in.law	say	3Pl	Erg	Emph	3.Pl.Anim	language	Akawaio	Pl	Emph	Emph	language,Or they will say 'yago' which is the word Akawaios use,,*kamoro* likely goes with *maimu*,N	Vt	Pro	P	Prtcl	Pro	N	N	Prtcl	Prtcl	Prtcl	N	…,caesarDBakawaio,n,
ra-personal-narrative-136,aka,möröwenai maing kuru wagï bra rö ji damörö mörörö ji tugaik na'kö tok ya auro'kazak nai e'tane,mörö	wenai	maing	kuru	wagï	bra	rö	ji	tamö-rö	mörö-rö	ji	tugaik	na'kö	tok	ya	auro'ka-zak	nai	e'tane,that	because	word	Emph	good	Neg	Emph	Emph	you.know-Emph	that-Emph	Emph	like	maybe	3Pl	Erg	tell-Perf	3.be.Pres	but,"This is why there is really no good language, maybe they have also told you so, but",,,Dem	P	N	Prtcl	N	Adv	Prtcl	Prtcl	Prtcl	Dem	Prtcl	P	Adv	Pro	P	Vt	Vi	Prtcl	…,caesarDBakawaio,part,
ra-personal-narrative-137,aka,mörö ning wiik e'tane egamauya mörö mörö yago're,mörö	ning	wiik	e'tane	egama-u-ya	mörö	mörö	yago're,that	Emph	while	however	tell-1-Erg	A.I.?	that	brother.in.law,"However, while this is so, I am telling you about yago're",,,Dem	Prtcl	Pro	Prtcl	Vt	?	Dem	N	…,caesarDBakawaio,np,
ra-personal-narrative-138,aka,mörö yau rö yago're da dok a mörö turonggong ya rö mörau rö yago're ta dok ya rö tudombagong ezagï tok a,mörö	yau	rö	yago're	ta	tok	ya	mörö	turonnö-gong	ya	rö	mörau	rö	yago're	ta	tok	ya	rö	t-tomba-gong	ezagï	tok	ya,that	Loc	Emph	brother.in.law	say	3Pl	Erg	Fut	another-Pl	Erg	Emph	there	Emph	brother.in.law	say	3Pl	Erg	Emph	3.Rfl-relative-Pl.Psr	name	3Pl	Erg,"Within there some others would say yago're, this is how they would call their relative",,does *ta* 'say' have both *tok ya* and (*mörö*) *turonnögong ya* as its A?,Dem	P	Prtcl	N	Vt	Pro	P	Prtcl	N	P	Prtcl	Adv	Prtcl	N	Vt	Pro	P	Prtcl	N	Vt	Pro	P	…,caesarDBakawaio,?,
ra-personal-narrative-153,aka,mm... a.. a.. veneswela bo mïgï ji mörö Klef,mm	a	a	veneswela	po	mïgï	ji	mörö	Klef,mm	ah	ah	Venezuela	Loc	Hes	Emph	that	Cliff,Cliff is in Venezuela,,do any local romance varieties use definite articles with personal names?,SW	Prtcl	Prtcl	N	P	Prtcl	Prtcl	Dem	N	…,caesarDBakawaio,?,
